question,sql
Who's the Fourth District with a First District of beverly bodem?,SELECT Fourth District FROM table WHERE First District = beverly bodem
Who's the Fourth District with a Second District of kurt van koevering?,SELECT Fourth District FROM table WHERE Second District = kurt van koevering
Who's the Fifth District with a Second District of paul leidig?,SELECT Fifth District FROM table WHERE Second District = paul leidig
Who's the Fourth District with a Third District of sharon yentsch?,SELECT Fourth District FROM table WHERE Third District = sharon yentsch
How many Sets did Gary Muller have?,SELECT COUNT Sets FROM table WHERE Player = gary muller
What Player in 2005 Wimbledon had less than 5 Sets?,SELECT Player FROM table WHERE Sets < 5 AND Event = 2005 wimbledon
"At the 2001 Davis Cup, what Opponent had less than 50 Aces?",SELECT Opponent FROM table WHERE Aces < 50 AND Event = 2001 davis cup
"What is Channel 4 and Channel 4+1's rating in E4 and E4+1 when the ratings were 780,200?","SELECT Position in Channel 4 and Channel 4+1's ratings FROM table WHERE Position in E4 and E4+1's ratings = 780,200"
What time did Channel 4 air an episode number larger than 106 with the title of Marry Me A Little?,SELECT Time of airing on Channel 4 FROM table WHERE Episode number > 106 AND Title = marry me a little
"What is the total number of sunk by U-boats with less than 2 German submarines lost, 56328 sunk by aircrafts, and more than 8269 sunk by mines?",SELECT COUNT Sunk by U-Boat FROM table WHERE German submarines lost < 2 AND Sunk by aircraft = 56328 AND Sunk by mines > 8269
What is the total number sunk by warship or raider with 20 German submarines lost and more than 21616 sunk by aircraft?,SELECT COUNT Sunk by warship or raider FROM table WHERE German submarines lost = 20 AND Sunk by aircraft > 21616
What is the total number of German submarines lost with more than 120958 sunk by mines?,SELECT COUNT German submarines lost FROM table WHERE Sunk by mines > 120958
"What is the month and year less than 5 German submarines were lost, less than 6893 were sunk by warship or raider, less than 133746 were sunk by aircraft, and more than 111263 were sunk by U-boat?","SELECT Month, year FROM table WHERE German submarines lost < 5 AND Sunk by warship or raider < 6893 AND Sunk by aircraft < 133746 AND Sunk by U-Boat > 111263"
What is the month and year less than 106005 were sunk by aircraft and 61857 were sunk by warship or raider?,"SELECT Month, year FROM table WHERE Sunk by aircraft < 106005 AND Sunk by warship or raider = 61857"
What is the post-1986 provinces with a 全羅道 Hanja?,SELECT Post-1896 Provinces FROM table WHERE Hanja = 全羅道
What is the Korean dialect in the daegu capital?,SELECT Korean dialect FROM table WHERE Capital = daegu
What is the Korean dialect with a jeolla RR Romaja?,SELECT Korean dialect FROM table WHERE RR Romaja = jeolla
What is the Hanja for the hamgyeong RR Romaja?,SELECT Hanja FROM table WHERE RR Romaja = hamgyeong
"What is the mean huc example code when the example name's lower snake, there are 6 digits, and less than 3 levels?",SELECT AVG Example code (HUC) FROM table WHERE Example name = lower snake AND Digits = 6 AND Level < 3
"What's the approximate number of HUs when there are more than 2 digits, and 6 levels?",SELECT COUNT Number of HUs (approximate) FROM table WHERE Digits > 2 AND Level = 6
How many HUC example codes have 1 level?,SELECT COUNT Example code (HUC) FROM table WHERE Level = 1
What is the mean level number when the example name is lower snake and the approximate number is hus is less than 370?,SELECT AVG Level FROM table WHERE Example name = lower snake AND Number of HUs (approximate) < 370
What is the losses average when the against is greater than 1255 and wins is 0 and the draws less than 0?,SELECT AVG Losses FROM table WHERE Against > 1255 AND Wins = 0 AND Draws < 0
What is the smallest losses when the wins are 5 and the against less than 1852?,SELECT MIN Losses FROM table WHERE Wins = 5 AND Against < 1852
"What is the total against that has wins less than 9, and losses less than 16, and 2 as the byes, and Ballarat FL of ballarat?",SELECT SUM Against FROM table WHERE Wins < 9 AND Losses < 16 AND Byes = 2 AND Ballarat FL = ballarat
What is the fewest losses that Ballarat FL of Lake Wendouree has when the wins are smaller than 9?,SELECT MIN Losses FROM table WHERE Ballarat FL = lake wendouree AND Wins < 9
What is the smallest byes when the wins are 3?,SELECT MIN Byes FROM table WHERE Wins = 3
"Can you tell me the total number of Zone than has the Station users 2007-08 larger than 243,800, and the Year opened of 1855?","SELECT COUNT Zone FROM table WHERE Station users 2007–08 > 243,800 AND Year opened = 1855"
What is the highest Attendance when the away team was Wrexham?,SELECT MAX Attendance FROM table WHERE Away team = wrexham
What is the Away team when the home team was wycombe wanderers?,SELECT Away team FROM table WHERE Home team = wycombe wanderers
What is the lowest Attendance when the home team was slough town?,SELECT MIN Attendance FROM table WHERE Home team = slough town
What is the sum of Attendance when macclesfield town was the way team?,SELECT SUM Attendance FROM table WHERE Away team = macclesfield town
How many Spins sources have a CCM Chart of CHR with a peak position less than 1?,SELECT COUNT Spins (since 1998) source: Mediabase FROM table WHERE CCM Chart = chr AND Peak Pos < 1
What CCM Chart had 18 total weeks?,SELECT CCM Chart FROM table WHERE Total Wks = 18
"What is Opponent, when Date is December 18, 1988?","SELECT Opponent FROM table WHERE Date = december 18, 1988"
"What is Attendance, when Opponent is Pittsburgh Steelers?",SELECT Attendance FROM table WHERE Opponent = pittsburgh steelers
"What is the average Week, when Result is l 37–34?",SELECT AVG Week FROM table WHERE Result = l 37–34
When was Shannon Long the Centerfold model?,SELECT Date FROM table WHERE Centerfold model = shannon long
Who was the Centerfold model on 5-88?,SELECT Centerfold model FROM table WHERE Date = 5-88
On which date was the interview subject 20 Questions of Judge Reinhold?,SELECT Date FROM table WHERE 20 Questions = judge reinhold
Who was the Centerfild model that used Bruce Willis as her Interview subject?,SELECT Centerfold model FROM table WHERE Interview subject = bruce willis
"What is Series, when Launch Date is 23 February 2013?",SELECT Series FROM table WHERE Launch date = 23 february 2013
"What is Series, when Days is greater than 99, and when Prize is €50,000?","SELECT Series FROM table WHERE Days > 99 AND Prize = €50,000"
"What is Series, when Winner is Jetmir Salaj?",SELECT Series FROM table WHERE Winner = jetmir salaj
"What is Highest Days, when Launch Date is 23 January 2010?",SELECT MAX Days FROM table WHERE Launch date = 23 january 2010
"What is the lowest Rank, when Name is Jeremiah Massey, and when Games is less than 20?",SELECT MIN Rank FROM table WHERE Name = jeremiah massey AND Games < 20
"What is the lowest Games, when Name is Jeremiah Massey, and when Points is less than 340?",SELECT MIN Games FROM table WHERE Name = jeremiah massey AND Points < 340
